1749549690, create type university 4 1 name str ranking int students int location str, success
1749549690, create type student 6 2 name str studentid int age int major str gpa int university str, success
1749549690, create type professor 5 1 name str department str salary int courses int university str, success
1749549690, create type course 6 3 title str professor str courseid int credits int semester str enrollment int, success
1749549690, create type grade 4 1 studentid int courseid int grade str semester str, success
1749549690, create record university Harvard 1 21000 Cambridge, success
1749549690, create record university MIT 2 11000 Cambridge, success
1749549690, create record university Stanford 3 17000 PaloAlto, success
1749549690, create record university Berkeley 4 45000 Berkeley, success
1749549690, create record university Yale 5 13000 NewHaven, success
1749549690, search record university Harvard, success
1749549690, search record university MIT, success
1749549690, create record professor DrSmith ComputerScience 120000 4 Harvard, success
1749549690, create record professor DrJohnson Mathematics 110000 3 MIT, success
1749549690, create record professor DrWilliams Physics 115000 3 Stanford, success
1749549690, create record professor DrBrown Chemistry 105000 2 Berkeley, success
1749549690, create record professor DrDavis Biology 100000 3 Yale, success
1749549690, create record professor DrMiller Economics 95000 4 Harvard, success
1749549690, create record professor DrWilson Psychology 90000 2 MIT, success
1749549690, search record professor DrSmith, success
1749549690, search record professor DrJohnson, success
1749549690, create record student Alice 10001 20 ComputerScience 85 Harvard, success
1749549690, create record student Bob 10002 19 Mathematics 92 MIT, success
1749549690, create record student Charlie 10003 21 Physics 88 Stanford, success
1749549690, create record student Diana 10004 20 Chemistry 95 Berkeley, success
1749549690, create record student Eve 10005 19 Biology 91 Yale, success
1749549690, create record student Frank 10006 22 Economics 87 Harvard, success
1749549690, create record student Grace 10007 20 Psychology 89 MIT, success
1749549690, create record student Henry 10008 21 ComputerScience 84 Stanford, success
1749549690, create record student Ivy 10009 19 Mathematics 93 Berkeley, success
1749549690, create record student Jack 10010 20 Physics 86 Yale, success
1749549690, search record student 10001, success
1749549690, search record student 10005, success
1749549690, search record student 10010, success
1749549690, create record course IntroCS DrSmith 101 4 Fall2025 150, success
1749549690, create record course Calculus DrJohnson 201 4 Fall2025 120, success
1749549690, create record course Physics1 DrWilliams 301 3 Fall2025 100, success
1749549690, create record course Chemistry1 DrBrown 401 4 Fall2025 80, success
1749549690, create record course Biology1 DrDavis 501 3 Fall2025 90, success
1749549690, create record course Microeconomics DrMiller 601 3 Fall2025 200, success
1749549690, create record course CognitivePsych DrWilson 701 3 Fall2025 60, success
1749549690, search record course 101, success
1749549690, search record course 201, success
1749549690, search record course 701, success
1749549690, create record grade 10001 101 A Fall2025, success
1749549690, create record grade 10001 601 B Fall2025, failure
1749549690, create record grade 10002 201 A Fall2025, success
1749549690, create record grade 10002 701 B Fall2025, failure
1749549690, create record grade 10003 301 A Fall2025, success
1749549690, create record grade 10003 101 C Fall2025, failure
1749549690, create record grade 10004 401 A Fall2025, success
1749549690, create record grade 10004 201 B Fall2025, failure
1749549690, create record grade 10005 501 A Fall2025, success
1749549690, create record grade 10005 301 B Fall2025, failure
1749549690, search record grade 10001, success
1749549690, search record grade 10003, success
1749549690, search record grade 10005, success
1749549690, create type research 5 1 projectid int title str lead str funding int duration str, success
1749549690, create record research 2001 AIInEducation DrSmith 500000 3years, success
1749549690, create record research 2002 QuantumComputing DrWilliams 750000 4years, success
1749549690, create record research 2003 GeneTherapy DrDavis 600000 5years, success
1749549690, create record research 2004 EconomicModels DrMiller 300000 2years, success
1749549690, search record research 2001, success
1749549690, search record research 2003, success
1749549690, create record student Kevin 10011 21 ComputerScience 90 Harvard, success
1749549690, create record student Linda 10012 20 Mathematics 94 MIT, success
1749549690, create record student Mike 10013 19 Physics 87 Stanford, success
1749549690, create record student Nancy 10014 22 Chemistry 96 Berkeley, success
1749549690, create record student Oscar 10015 20 Biology 88 Yale, success
1749549690, create record student Paula 10016 21 Economics 92 Harvard, success
1749549690, create record student Quinn 10017 19 Psychology 85 MIT, success
1749549690, create record student Rachel 10018 20 ComputerScience 91 Stanford, success
1749549690, create record student Steve 10019 21 Mathematics 89 Berkeley, success
1749549690, create record student Tina 10020 19 Physics 93 Yale, success
1749549690, search record student 10015, success
1749549690, search record student 10020, success
